INCLUDE (Yes/No),NAME,PRICE,NOTES,Ring Image,Category,Metal Colour,TMC Original Name,TMC Price (AUD ref),Image File,Image Path,Image Link,TMC Handle
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_5966_4_Yellow_00000.jpg?v=1696485410"")",Engagement,Yellow Gold,The Blaire Ring - Oval and Round Trilogy,1016.00,yellow.jpg,images/the-blaire-ring-oval-and-round-trilogy/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_5966_4_Yellow_00000.jpg?v=1696485410"",""View ring"")",the-blaire-ring-oval-and-round-trilogy
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_5966_4_White_00000.jpg?v=1759878998"")",Engagement,White Gold,The Blaire Ring - Oval and Round Trilogy,1016.00,white.jpg,images/the-blaire-ring-oval-and-round-trilogy/white.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_5966_4_White_00000.jpg?v=1759878998"",""View ring"")",the-blaire-ring-oval-and-round-trilogy
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_5966_4_Rose_00000.jpg?v=1759878998"")",Engagement,Rose Gold,The Blaire Ring - Oval and Round Trilogy,1016.00,rose.jpg,images/the-blaire-ring-oval-and-round-trilogy/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_5966_4_Rose_00000.jpg?v=1759878998"",""View ring"")",the-blaire-ring-oval-and-round-trilogy
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_OvalandMarquiseToiEtMoi_00000.jpg?v=1729208727"")",Engagement,Yellow Gold,The Athaliah Ring - Oval and Marquise Curved Toi et Moi,963.00,yellow.jpg,images/the-athaliah-ring-oval-and-marquise-curved-toi-et-moi/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_OvalandMarquiseToiEtMoi_00000.jpg?v=1729208727"",""View ring"")",the-athaliah-ring-oval-and-marquise-curved-toi-et-moi
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_OvalandMarquiseToiEtMoi_00000.jpg?v=1729208726"")",Engagement,White Gold,The Athaliah Ring - Oval and Marquise Curved Toi et Moi,963.00,white.jpg,images/the-athaliah-ring-oval-and-marquise-curved-toi-et-moi/white.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_OvalandMarquiseToiEtMoi_00000.jpg?v=1729208726"",""View ring"")",the-athaliah-ring-oval-and-marquise-curved-toi-et-moi
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_OvalandMarquiseToiEtMoi_00000.jpg?v=1729208727"")",Engagement,Rose Gold,The Athaliah Ring - Oval and Marquise Curved Toi et Moi,963.00,rose.jpg,images/the-athaliah-ring-oval-and-marquise-curved-toi-et-moi/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_OvalandMarquiseToiEtMoi_00000.jpg?v=1729208727"",""View ring"")",the-athaliah-ring-oval-and-marquise-curved-toi-et-moi
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Amira_Ring_Elonge_Cushion_00000.jpg?v=1742943402"")",Engagement,Yellow Gold,The Amira Ring™ - Elongated Cushion with Marquise Accents,1280.00,yellow.jpg,images/the-amira-ring-elongated-cushion-with-marquise-accents/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Amira_Ring_Elonge_Cushion_00000.jpg?v=1742943402"",""View ring"")",the-amira-ring-elongated-cushion-with-marquise-accents
,,,,,Engagement,White Gold,The Amira Ring™ - Elongated Cushion with Marquise Accents,1280.00,,,,the-amira-ring-elongated-cushion-with-marquise-accents
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Amira_Ring_Elonge_Cushion_00000.jpg?v=1742943402"")",Engagement,Rose Gold,The Amira Ring™ - Elongated Cushion with Marquise Accents,1280.00,rose.jpg,images/the-amira-ring-elongated-cushion-with-marquise-accents/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Amira_Ring_Elonge_Cushion_00000.jpg?v=1742943402"",""View ring"")",the-amira-ring-elongated-cushion-with-marquise-accents
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Oval_00000.jpg?v=1716853099"")",Engagement,Yellow Gold,The Eloise Ring - Oval Antique Halo,1280.00,yellow.jpg,images/the-eloise-ring-oval-antique-halo/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Oval_00000.jpg?v=1716853099"",""View ring"")",the-eloise-ring-oval-antique-halo
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_Oval_00000.jpg?v=1716853099"")",Engagement,White Gold,The Eloise Ring - Oval Antique Halo,1280.00,white.jpg,images/the-eloise-ring-oval-antique-halo/white.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_Oval_00000.jpg?v=1716853099"",""View ring"")",the-eloise-ring-oval-antique-halo
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Oval_00000.jpg?v=1716853099"")",Engagement,Rose Gold,The Eloise Ring - Oval Antique Halo,1280.00,rose.jpg,images/the-eloise-ring-oval-antique-halo/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Oval_00000.jpg?v=1716853099"",""View ring"")",the-eloise-ring-oval-antique-halo
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Florece_radiant_and_pear_00000.jpg?v=1759878864"")",Engagement,Yellow Gold,The Florence Ring - Radiant and Pear Cathedral Trilogy,1227.00,yellow.jpg,images/the-florence-ring-radiant-pear-trilogy/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Florece_radiant_and_pear_00000.jpg?v=1759878864"",""View ring"")",the-florence-ring-radiant-pear-trilogy
,,,,,Engagement,White Gold,The Florence Ring - Radiant and Pear Cathedral Trilogy,1227.00,,,,the-florence-ring-radiant-pear-trilogy
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Florece_radiant_and_pear_00000.jpg?v=1759878864"")",Engagement,Rose Gold,The Florence Ring - Radiant and Pear Cathedral Trilogy,1227.00,rose.jpg,images/the-florence-ring-radiant-pear-trilogy/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Florece_radiant_and_pear_00000.jpg?v=1759878864"",""View ring"")",the-florence-ring-radiant-pear-trilogy
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_6414_Yellow_00000.jpg?v=1698038111"")",Engagement,Yellow Gold,The Juniper Ring - Ornate Emerald With Accent Stones,968.00,yellow.jpg,images/juniper-ornate-emerald/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_6414_Yellow_00000.jpg?v=1698038111"",""View ring"")",juniper-ornate-emerald
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_6414_White_00000.jpg?v=1698038111"")",Engagement,White Gold,The Juniper Ring - Ornate Emerald With Accent Stones,968.00,white.jpg,images/juniper-ornate-emerald/white.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_6414_White_00000.jpg?v=1698038111"",""View ring"")",juniper-ornate-emerald
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_6414_Rose_00000.jpg?v=1698038111"")",Engagement,Rose Gold,The Juniper Ring - Ornate Emerald With Accent Stones,968.00,rose.jpg,images/juniper-ornate-emerald/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_6414_Rose_00000.jpg?v=1698038111"",""View ring"")",juniper-ornate-emerald
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Aurora_Ring_OV_00000.jpg?v=1759879203"")",Engagement,Yellow Gold,The Aurora Ring - Oval with Round Brilliant Accents,1280.00,yellow.jpg,images/the-aurora-ring-oval-with-round-brilliant-accents/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Aurora_Ring_OV_00000.jpg?v=1759879203"",""View ring"")",the-aurora-ring-oval-with-round-brilliant-accents
,,,,,Engagement,White Gold,The Aurora Ring - Oval with Round Brilliant Accents,1280.00,,,,the-aurora-ring-oval-with-round-brilliant-accents
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Aurora_Ring_OV_00000.jpg?v=1759879203"")",Engagement,Rose Gold,The Aurora Ring - Oval with Round Brilliant Accents,1280.00,rose.jpg,images/the-aurora-ring-oval-with-round-brilliant-accents/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Aurora_Ring_OV_00000.jpg?v=1759879203"",""View ring"")",the-aurora-ring-oval-with-round-brilliant-accents
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Amira_Ring_round_00000.jpg?v=1726342468"")",Engagement,Yellow Gold,The Amira Ring™ - Round with Marquise Accents,1280.00,yellow.jpg,images/the-amira-ring-round-with-marquise-accents/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Amira_Ring_round_00000.jpg?v=1726342468"",""View ring"")",the-amira-ring-round-with-marquise-accents
,,,,,Engagement,White Gold,The Amira Ring™ - Round with Marquise Accents,1280.00,,,,the-amira-ring-round-with-marquise-accents
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Amira_Ring_round_00000.jpg?v=1726342468"")",Engagement,Rose Gold,The Amira Ring™ - Round with Marquise Accents,1280.00,rose.jpg,images/the-amira-ring-round-with-marquise-accents/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Amira_Ring_round_00000.jpg?v=1726342468"",""View ring"")",the-amira-ring-round-with-marquise-accents
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_8_Yellow_00000.jpg?v=1696478592"")",Engagement,Yellow Gold,The Maya Ring - Round Curved Solitaire,910.00,yellow.jpg,images/the-maya-ring-round-curved-solitaire/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_8_Yellow_00000.jpg?v=1696478592"",""View ring"")",the-maya-ring-round-curved-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_8_White_00000.jpg?v=1759880745"")",Engagement,White Gold,The Maya Ring - Round Curved Solitaire,910.00,white.jpg,images/the-maya-ring-round-curved-solitaire/white.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_8_White_00000.jpg?v=1759880745"",""View ring"")",the-maya-ring-round-curved-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_8_Rose_00000.jpg?v=1759880745"")",Engagement,Rose Gold,The Maya Ring - Round Curved Solitaire,910.00,rose.jpg,images/the-maya-ring-round-curved-solitaire/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_8_Rose_00000.jpg?v=1759880745"",""View ring"")",the-maya-ring-round-curved-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_6346_Yellow_00000.jpg?v=1700611631"")",Engagement,Yellow Gold,The Paloma Ring - Cushion Cathedral Solitaire,921.00,yellow.jpg,images/the-paloma-ring-cushion-cathedral-solitaire/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_6346_Yellow_00000.jpg?v=1700611631"",""View ring"")",the-paloma-ring-cushion-cathedral-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_6346_White_00000.jpg?v=1700611631"")",Engagement,White Gold,The Paloma Ring - Cushion Cathedral Solitaire,921.00,white.jpg,images/the-paloma-ring-cushion-cathedral-solitaire/white.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_6346_White_00000.jpg?v=1700611631"",""View ring"")",the-paloma-ring-cushion-cathedral-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_6346_Rose_00000.jpg?v=1700611631"")",Engagement,Rose Gold,The Paloma Ring - Cushion Cathedral Solitaire,921.00,rose.jpg,images/the-paloma-ring-cushion-cathedral-solitaire/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_6346_Rose_00000.jpg?v=1700611631"",""View ring"")",the-paloma-ring-cushion-cathedral-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_5966_3_Yellow_00000.jpg?v=1696484071"")",Engagement,Yellow Gold,The Elora Ring - East-West Oval Solitaire,804.00,yellow.jpg,images/the-elora-ring-east-west-oval-solitaire/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_5966_3_Yellow_00000.jpg?v=1696484071"",""View ring"")",the-elora-ring-east-west-oval-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_5966_3_White_00000.jpg?v=1738043664"")",Engagement,White Gold,The Elora Ring - East-West Oval Solitaire,804.00,white.jpg,images/the-elora-ring-east-west-oval-solitaire/white.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_5966_3_White_00000.jpg?v=1738043664"",""View ring"")",the-elora-ring-east-west-oval-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_5966_3_Rose_00000.jpg?v=1738043664"")",Engagement,Rose Gold,The Elora Ring - East-West Oval Solitaire,804.00,rose.jpg,images/the-elora-ring-east-west-oval-solitaire/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Top_5966_3_Rose_00000.jpg?v=1738043664"",""View ring"")",the-elora-ring-east-west-oval-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Emerald_00000_eeaaedf5-ca68-4061-a041-af5fb03961b7.jpg?v=1742853989"")",Engagement,Yellow Gold,The Elise Ring - Split Shank Emerald Solitaire,1116.00,yellow.jpg,images/the-elise-ring-split-shank-emerald-solitaire/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Emerald_00000_eeaaedf5-ca68-4061-a041-af5fb03961b7.jpg?v=1742853989"",""View ring"")",the-elise-ring-split-shank-emerald-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_Emerald_00000_d9be3e02-53bc-4e65-9910-7ed326e64945.jpg?v=1764116589"")",Engagement,White Gold,The Elise Ring - Split Shank Emerald Solitaire,1116.00,white.jpg,images/the-elise-ring-split-shank-emerald-solitaire/white.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_Emerald_00000_d9be3e02-53bc-4e65-9910-7ed326e64945.jpg?v=1764116589"",""View ring"")",the-elise-ring-split-shank-emerald-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Emerald_00000_09b95294-4652-4e5a-a8a5-fc8c8342b8ce.jpg?v=1764116589"")",Engagement,Rose Gold,The Elise Ring - Split Shank Emerald Solitaire,1116.00,rose.jpg,images/the-elise-ring-split-shank-emerald-solitaire/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Emerald_00000_09b95294-4652-4e5a-a8a5-fc8c8342b8ce.jpg?v=1764116589"",""View ring"")",the-elise-ring-split-shank-emerald-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Marquisse_00000_9896182f-5962-4cce-b639-fcfa8f8068c8.jpg?v=1742854098"")",Engagement,Yellow Gold,The Elise Ring - Split Shank Marquise Solitaire,1127.00,yellow.jpg,images/the-elise-ring-split-shank-marquise-solitaire/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Marquisse_00000_9896182f-5962-4cce-b639-fcfa8f8068c8.jpg?v=1742854098"",""View ring"")",the-elise-ring-split-shank-marquise-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_Marquisse_00000_bd31f119-fe7d-48c9-ac9b-041da43723dd.jpg?v=1742854098"")",Engagement,White Gold,The Elise Ring - Split Shank Marquise Solitaire,1127.00,white.jpg,images/the-elise-ring-split-shank-marquise-solitaire/white.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_Marquisse_00000_bd31f119-fe7d-48c9-ac9b-041da43723dd.jpg?v=1742854098"",""View ring"")",the-elise-ring-split-shank-marquise-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Marquisse_00000_696ab175-21fd-45be-b69a-5f20369673a6.jpg?v=1742854098"")",Engagement,Rose Gold,The Elise Ring - Split Shank Marquise Solitaire,1127.00,rose.jpg,images/the-elise-ring-split-shank-marquise-solitaire/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Marquisse_00000_696ab175-21fd-45be-b69a-5f20369673a6.jpg?v=1742854098"",""View ring"")",the-elise-ring-split-shank-marquise-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Radiant_00000_8ec1c835-adea-41eb-b98f-922c9ac18bfc.jpg?v=1742854168"")",Engagement,Yellow Gold,The Elise Ring - Split Shank Radiant Solitaire,1127.00,yellow.jpg,images/the-elise-ring-split-shank-radiant-solitaire/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Radiant_00000_8ec1c835-adea-41eb-b98f-922c9ac18bfc.jpg?v=1742854168"",""View ring"")",the-elise-ring-split-shank-radiant-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_Radiant_00000_832fe2a9-ebd2-471f-a495-292fc4f25ec9.jpg?v=1744773943"")",Engagement,White Gold,The Elise Ring - Split Shank Radiant Solitaire,1127.00,white.jpg,images/the-elise-ring-split-shank-radiant-solitaire/white.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_Radiant_00000_832fe2a9-ebd2-471f-a495-292fc4f25ec9.jpg?v=1744773943"",""View ring"")",the-elise-ring-split-shank-radiant-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Radiant_00000_17b1643c-37fb-4804-935e-a2ac49188594.jpg?v=1744773943"")",Engagement,Rose Gold,The Elise Ring - Split Shank Radiant Solitaire,1127.00,rose.jpg,images/the-elise-ring-split-shank-radiant-solitaire/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Radiant_00000_17b1643c-37fb-4804-935e-a2ac49188594.jpg?v=1744773943"",""View ring"")",the-elise-ring-split-shank-radiant-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_206_00000.jpg?v=1763707318"")",Engagement,Yellow Gold,The Aleasa Ring - Split Shank East-West Pear Solitaire,1116.00,yellow.jpg,images/the-aleasa-ring-split-shank-east-west-pear-solitaire/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_206_00000.jpg?v=1763707318"",""View ring"")",the-aleasa-ring-split-shank-east-west-pear-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_206_00000.jpg?v=1763707318"")",Engagement,White Gold,The Aleasa Ring - Split Shank East-West Pear Solitaire,1116.00,white.jpg,images/the-aleasa-ring-split-shank-east-west-pear-solitaire/white.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_206_00000.jpg?v=1763707318"",""View ring"")",the-aleasa-ring-split-shank-east-west-pear-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_206_00000.jpg?v=1763707318"")",Engagement,Rose Gold,The Aleasa Ring - Split Shank East-West Pear Solitaire,1116.00,rose.jpg,images/the-aleasa-ring-split-shank-east-west-pear-solitaire/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_206_00000.jpg?v=1763707318"",""View ring"")",the-aleasa-ring-split-shank-east-west-pear-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Radiant_eastwest__00000.jpg?v=1741582513"")",Engagement,Yellow Gold,The Aleasa Ring - Split Shank East-West Radiant Solitaire,1127.00,yellow.jpg,images/the-aleasa-ring-split-shank-east-west-radiant-solitaire/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Radiant_eastwest__00000.jpg?v=1741582513"",""View ring"")",the-aleasa-ring-split-shank-east-west-radiant-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_Radiant_eastwest__00000.jpg?v=1741582513"")",Engagement,White Gold,The Aleasa Ring - Split Shank East-West Radiant Solitaire,1127.00,white.jpg,images/the-aleasa-ring-split-shank-east-west-radiant-solitaire/white.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_Radiant_eastwest__00000.jpg?v=1741582513"",""View ring"")",the-aleasa-ring-split-shank-east-west-radiant-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Radiant_eastwest__00000.jpg?v=1741654114"")",Engagement,Rose Gold,The Aleasa Ring - Split Shank East-West Radiant Solitaire,1127.00,rose.jpg,images/the-aleasa-ring-split-shank-east-west-radiant-solitaire/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Radiant_eastwest__00000.jpg?v=1741654114"",""View ring"")",the-aleasa-ring-split-shank-east-west-radiant-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Oval_east-west__00000.jpg?v=1741581341"")",Engagement,Yellow Gold,The Aleasa Ring - Split Shank East-West Oval Solitaire,1106.00,yellow.jpg,images/the-aleasa-ring-split-shank-east-west-oval-solitaire/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Oval_east-west__00000.jpg?v=1741581341"",""View ring"")",the-aleasa-ring-split-shank-east-west-oval-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_Oval_east-west__00000.jpg?v=1741581341"")",Engagement,White Gold,The Aleasa Ring - Split Shank East-West Oval Solitaire,1106.00,white.jpg,images/the-aleasa-ring-split-shank-east-west-oval-solitaire/white.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_Oval_east-west__00000.jpg?v=1741581341"",""View ring"")",the-aleasa-ring-split-shank-east-west-oval-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Oval_east-west__00000.jpg?v=1741837228"")",Engagement,Rose Gold,The Aleasa Ring - Split Shank East-West Oval Solitaire,1106.00,rose.jpg,images/the-aleasa-ring-split-shank-east-west-oval-solitaire/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Oval_east-west__00000.jpg?v=1741837228"",""View ring"")",the-aleasa-ring-split-shank-east-west-oval-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Marquise_eastwest__00000.jpg?v=1741580857"")",Engagement,Yellow Gold,The Aleasa Ring - Split Shank East-West Marquise Solitaire,1127.00,yellow.jpg,images/the-aleasa-ring-split-shank-east-west-marquise-solitaire/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Marquise_eastwest__00000.jpg?v=1741580857"",""View ring"")",the-aleasa-ring-split-shank-east-west-marquise-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_Marquise_eastwest__00000.jpg?v=1741580857"")",Engagement,White Gold,The Aleasa Ring - Split Shank East-West Marquise Solitaire,1127.00,white.jpg,images/the-aleasa-ring-split-shank-east-west-marquise-solitaire/white.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/White1080_Top_Marquise_eastwest__00000.jpg?v=1741580857"",""View ring"")",the-aleasa-ring-split-shank-east-west-marquise-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Marquise_eastwest__00000.jpg?v=1742249898"")",Engagement,Rose Gold,The Aleasa Ring - Split Shank East-West Marquise Solitaire,1127.00,rose.jpg,images/the-aleasa-ring-split-shank-east-west-marquise-solitaire/rose.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Rose1080_Top_Marquise_eastwest__00000.jpg?v=1742249898"",""View ring"")",the-aleasa-ring-split-shank-east-west-marquise-solitaire
,,,,"=IMAGE(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Emerald_eastwest__00000.jpg?v=1741580272"")",Engagement,Yellow Gold,The Aleasa Ring - Split Shank East-West Emerald Solitaire,1116.00,yellow.jpg,images/the-aleasa-ring-split-shank-east-west-emerald-solitaire/yellow.jpg,"=HYPERLINK(""https://cdn.shopify.com/s/files/1/0544/6408/6189/files/Yellow1080_Top_Emerald_eastwest__00000.jpg?v=1741580272"",""View ring"")",the-aleasa-ring-split-shank-east-west-emerald-solitaire
